SeuqneceID,Clade,Type
TB-MoldovaSeq-DNA077-757_S77,Ural_5,MDR
TB-111-15657-19_S142,Ural_5,MDR
TB-DNA0357_S214,Ural_5,Non-MDR
TB-MoldovaSeq-DNA0253-3126_S63,Ural_5,Non-MDR
TB-111-18538-18-138_S51,Ural_5,MDR
TB-111-8655-18_S194,Ural_5,MDR
TB-MoldovaSeq-DNA0293-3261_S296,Ural_5,Non-MDR
TB-111-12364-18_S95,Ural_5,MDR
TB-111-20592-18_S45,Ural_5,MDR
TB-111-20102-19_S20,Ural_5,MDR
TB-DNA0362_S219,Ural_5,MDR
TB-222-1414-18_S109,Ural_5,MDR
TB-111-1299-19_S97,Ural_5,Non-MDR
TB-111-249-18_S235,Ural_5,MDR
TB-111-7114-18_S190,Ural_5,MDR
TB-444-2576-19_S5,Ural_5,MDR
TB-333-4040-19_S59,Ural_5,MDR
TB-444-5322-19_S59,Ural_5,MDR
TB-MoldovaSeq-DNA0294-4695_S297,Ural_5,MDR
TB-111-14450-18_S167,Ural_5,Non-MDR
TB-111-5368-19_S132,Ural_5,Non-MDR
TB-444-2637-19_S229,Ural_5,MDR
TB-444-2636-19_S29,Ural_5,MDR
TB-MoldovaSeq-DNA105-73_S106,Ural_5,MDR
TB-333-510-19_S119,Ural_5,MDR
TB-111-21496-19_S122,Ural_5,MDR
TB-111-7086-18_S6,Ural_5,MDR
TB-111-3644-19_S20,Ural_5,MDR
TB-111-4466-19_S239,Ural_5,MDR
TB-111-9606-18_S168,Ural_5,MDR
TB-111-12700-18_S76,Ural_5,MDR
TB-111-18504-18-138_S23,Ural_5,MDR
TB-MoldovaSeq-DNA0223-2292_S33,Ural_5,MDR
TB-333-1272-19_S84,Ural_4,Non-MDR
TB-111-8764-18_S68,Ural_4,Non-MDR
TB-333-334-19_S78,Ural_4,Non-MDR
TB-333-1926-19_S38,Ural_4,Non-MDR
TB-333-1931-19_S56,Ural_4,Non-MDR
TB-333-1933-19_S34,Ural_4,Non-MDR
TB-222-5961-18_S60,Ural_4,Non-MDR
TB-111-15297-18_S84,Ural_4,Non-MDR
TB-111-3920-19_S205,Ural_4,Non-MDR
TB-111-11287-18_S137,Ural_4,Non-MDR
TB-222-3451-19_S185,Ural_4,Non-MDR
TB-111-18004-18_S145,Ural_4,Non-MDR
TB-333-1865-19_S52,Ural_4,Non-MDR
TB-333-4193-19_S176,Ural_4,Non-MDR
TB-111-2754-19_S7,Ural_4,Non-MDR
TB-222-517-18_S216,Ural_4,Non-MDR
TB-222-6963-19_S213,Ural_4,Non-MDR
TB-222-3940-18_S179,Ural_4,Non-MDR
TB-111-14558-19_S78,Ural_4,Non-MDR
TB-222-182-19_S200,Ural_4,Non-MDR
TB-111-19925-19_S143,Ural_4,Non-MDR
TB-MoldovaSeq-DNA0316-4135_S319,Ural_4,Non-MDR
TB-222-6794-18_S69,Ural_4,Non-MDR
TB-111-17429-18_S15,Ural_4,Non-MDR
TB-222-18-19_S24,Ural_4,Non-MDR
TB-222-7237-18_S66,Ural_4,Non-MDR
TB-111-238-18_S242,Ural_4,Non-MDR
TB-333-2093-19_S34,Ural_4,Non-MDR
TB-111-12146-18_S113,Ural_4,Non-MDR
TB-DNA0347_S204,Ural_4,Non-MDR
TB-111-10034-18_S147,Ural_4,Non-MDR
TB-333-4940-19_S72,Ural_4,Non-MDR
TB-111-21453-19_S133,Ural_4,Non-MDR
TB-333-1861-19_S23,Ural_4,Non-MDR
TB-111-14100-18_S68,Ural_4,Non-MDR
TB-111-566-18-138_S171,Ural_4,Non-MDR
TB-111-9992-18_S143,Ural_4,Non-MDR
TB-222-239-19_S2,Ural_4,Non-MDR
TB-MoldovaSeq-DNA0258-3079_S68,Ural_4,Non-MDR
TB-111-3880-19_S265,Ural_4,Non-MDR
TB-111-7609-18_S176,Ural_4,Non-MDR
TB-MoldovaSeq-DNA0298-371_S301,Ural_4,Non-MDR
TB-222-2117-18_S147,Ural_3,Non-MDR
TB-111-23367-18F_S224,Ural_3,Non-MDR
TB-111-4415-19_S64,Ural_3,Non-MDR
TB-111-8777-18_S79,Ural_3,Non-MDR
TB-222-4805-18_S74,Ural_3,Non-MDR
TB-MoldovaSeq-DNA170-2377_S171,Ural_3,Non-MDR
TB-111-10300-18_S97,Ural_3,Non-MDR
TB-MoldovaSeq-DNA013-536_S13,Ural_3,Non-MDR
TB-DNA0336_S193,Ural_3,Non-MDR
TB-MoldovaSeq-DNA0238-3731_S48,Ural_3,Non-MDR
TB-111-19695-18_S173,Ural_3,Non-MDR
TB-111-9488-19-138_S76,Ural_3,Non-MDR
TB-333-2018-19_S31,Ural_3,Non-MDR
TB-MoldovaSeq-DNA091-824_S91,Ural_3,Non-MDR
TB-111-17649-19_S3,Ural_3,Non-MDR
TB-222-3854-18_S61,Ural_3,MDR
TB-111-2736-19_S108,Ural_3,Non-MDR
TB-MoldovaSeq-DNA023-182_S23,Ural_3,MDR
TB-DNA0345_S202,Ural_3,Non-MDR
TB-MoldovaSeq-DNA112-1809_S113,Ural_3,Non-MDR
TB-222-6399-19_S260,Ural_2,Non-MDR
TB-111-16645-19_S110,Ural_2,Non-MDR
TB-111-20948-18_S39,Ural_2,Non-MDR
TB-MoldovaSeq-DNA0197-2109_S7,Ural_2,Non-MDR
TB-DNA0356_S213,Ural_2,Non-MDR
TB-111-20546-19_S105,Ural_2,Non-MDR
TB-111-19597-18_S76,Ural_2,MDR
TB-111-903-19_S92,Ural_2,Non-MDR
TB-111-16979-18_S43,Ural_2,Non-MDR
TB-111-10558-18_S42,Ural_2,Non-MDR
TB-111-9797-18_S155,Ural_2,Non-MDR
TB-333-964-19_S41,Ural_2,Non-MDR
TB-111-16817-18_S138,Ural_2,Non-MDR
TB-111-20109-18_S2,Ural_2,Non-MDR
TB-MoldovaSeq-DNA0276-3306_S86,Ural_2,Non-MDR
TB-222-644-18_S138,Ural_2,Non-MDR
TB-444-6061-18_S104,Ural_2,Non-MDR
TB-111-16485-19_S117,Ural_2,Non-MDR
TB-111-18854-18-138_S26,Ural_2,Non-MDR
TB-222-2620-18-138_S4,Ural_2,Non-MDR
TB-111-1233-19-138_S40,Ural_3,Non-MDR
TB-111-9037-18_S92,Ural_2,Non-MDR
TB-111-21561-19_S150,Ural_2,Non-MDR
TB-111-4167-19_S189,Ural_2,Non-MDR
TB-111-188-18-138_S147,Ural_2,Non-MDR
TB-111-19199-18_S116,Ural_2,Non-MDR
TB-222-1914-19_S208,Ural_2,Non-MDR
TB-111-11299-19_S242,Ural_2,Non-MDR
TB-222-3678-18_S177,Ural_2,Non-MDR
TB-222-4003-18_S71,Ural_2,Non-MDR
TB-111-18075-18_S141,Ural_3,Non-MDR
TB-444-6286-18_S101,Ural_2,Non-MDR
TB-444-5993-18_S30,Ural_2,Non-MDR
TB-444-6093-18_S105,Ural_2,Non-MDR
TB-111-10713-18_S39,Ural_2,Non-MDR
TB-111-11857-18_S135,Ural_2,Non-MDR
TB-111-15794-18_S149,Ural_2,Non-MDR
TB-111-1672-18-138_S166,Ural_2,Non-MDR
TB-MoldovaSeq-DNA0215-4211_S25,Ural_2,Non-MDR
TB-111-19937-18_S168,Ural_2,Non-MDR
TB-222-2618-18_S51,Ural_2,Non-MDR
TB-MoldovaSeq-DNA0310-3312_S313,Ural_2,Non-MDR
TB-111-1793-18_S286,Ural_2,Non-MDR
TB-444-4048-18_S125,Ural_2,Non-MDR
TB-111-9585-18_S116,Ural_2,Non-MDR
TB-111-19530-19_S147,Ural_2,Non-MDR
TB-111-15201-18_S165,Ural_2,Non-MDR
TB-111-11919-18_S80,Ural_2,Non-MDR
TB-111-1266-19-138_S39,Ural_2,Non-MDR
TB-111-8263-18_S51,Ural_2,Non-MDR
TB-444-1834-18_S13,Ural_2,Non-MDR
TB-MoldovaSeq-DNA135-1833_S136,Ural_2,Non-MDR
TB-111-6421-19_S149,Ural_2,Non-MDR
TB-MoldovaSeq-DNA0199-2025_S9,Ural_2,Non-MDR
TB-111-20799-18_S33,Ural_2,Non-MDR
TB-MoldovaSeq-DNA0330-5305_S333,Ural_2,Non-MDR
TB-111-2895-19_S119,Ural_2,Non-MDR
TB-111-7270-19_S127,Ural_2,Non-MDR
TB-111-15075-18_S144,Ural_2,Non-MDR
TB-DNA0334_S191,Ural_2,Non-MDR
TB-333-1983-19_S47,Ural_2,Non-MDR
TB-MoldovaSeq-DNA0286-4470_S289,Ural_2,Non-MDR
TB-333-1864-19_S91,Ural_2,Non-MDR
TB-111-14675-18_S164,Ural_2,Non-MDR
TB-111-5395-19-138_S29,Ural_2,Non-MDR
TB-111-6799-19-138_S43,Ural_2,Non-MDR
TB-111-16121-18-138_S29,Ural_2,Non-MDR
TB-111-18099-18_S101,Ural_2,Non-MDR
TB-333-3079-19_S79,Ural_2,Non-MDR
TB-111-3235-19_S113,Ural_2,Non-MDR
TB-111-7437-19-138_S33,Ural_2,Non-MDR
TB-111-12840-18_S139,Ural_2,Non-MDR
TB-333-5561-19_S173,Ural_2,Non-MDR
TB-111-1328-19-138_S82,Ural_2,Non-MDR
TB-111-15895-18-138_S49,Ural_2,Non-MDR
TB-MoldovaSeq-DNA0266-3138_S76,Ural_2,Non-MDR
TB-111-1249-19-138_S41,Ural_2,Non-MDR
TB-111-5354-19-138_S61,Ural_2,Non-MDR
TB-111-15903-19_S5,Ural_2,Non-MDR
TB-DNA0375_S232,Ural_2,Non-MDR
TB-333-959-19_S82,Ural_3,Non-MDR
TB-111-795-18_S279,Ural_3,Non-MDR
TB-333-1363-19_S33,Ural_3,Non-MDR
TB-222-1385-18_S79,Ural_3,Non-MDR
TB-222-4397-18_S69,Ural_3,Non-MDR
TB-MoldovaSeq-DNA0277-3449_S87,Ural_3,Non-MDR
TB-111-8385-18_S57,Ural_3,Non-MDR
TB-111-15148-18_S245,Ural_3,Non-MDR
TB-DNA0365_S222,Ural_3,Non-MDR
TB-111-16779-18_S99,Ural_3,Non-MDR
TB-111-17340-18-138_S30,Ural_3,Non-MDR
TB-111-16436-19_S115,Ural_3,Non-MDR
TB-222-608-18_S153,Ural_3,Non-MDR
TB-111-1018-18-138_S165,Ural_3,Non-MDR
TB-333-3938-19_S50,Ural_3,Non-MDR
TB-111-7016-18_S4,Ural_3,Non-MDR
TB-444-5376-18_S110,Ural_3,Non-MDR
TB-222-14-18_S137,Ural_4,Non-MDR
